Reviews,full_text,clean_text
No noise cancellation. Whenever in travelling the receiver party hears only noise.,No noise cancellation. Whenever in travelling the receiver party hears only noise.,no noise cancellation whenever travel receiver party hear noise
"The only problem is the ""Mic Problem"" basically when you are driving (in a speed of 10km/h or more) the mic starts making problem, the person whom you are talking to unable to hear what you are saying. There is also one problem is that the box is little SLIPPERY around 5-6 times it was slipped by my hand but thankgod to it's plastic quality. Overall the airdopes are good in quality, good sound, looks good in ear.","The only problem is the ""Mic Problem"" basically when you are driving (in a speed of 10km/h or more) the mic starts making problem, the person whom you are talking to unable to hear what you are saying. There is also one problem is that the box is little SLIPPERY around 5-6 times it was slipped by my hand but thankgod to it's plastic quality. Overall the airdopes are good in quality, good sound, looks good in ear.",problem mic problem basically drive speed kmh mic start make problem person talk unable hear say also one problem box little slippery around time slip hand thankgod plastic quality overall airdope good quality good sound look good ear
Nice Airdopes by boAtBass quality is goodSound quality is goodOn call sound quality is goodNoise cancellation works wellWorks within 10-15m distanceHas 6mm dynamic driver with IPX7Use Bluetooth 5.0 with IWP (Instant Wake and Pair Technology)Has a premium look..NOTE :-# You can also use boAT case as power bank for mobile charging (but use only in case of Emergency) #Product warranty is for 1 yearGive 1 Sec sound lag while playing PubG,Nice Airdopes by boAtBass quality is goodSound quality is goodOn call sound quality is goodNoise cancellation works wellWorks within 10-15m distanceHas 6mm dynamic driver with IPX7Use Bluetooth 5.0 with IWP (Instant Wake and Pair Technology)Has a premium look..NOTE :-# You can also use boAT case as power bank for mobile charging (but use only in case of Emergency) #Product warranty is for 1 yearGive 1 Sec sound lag while playing PubG,nice airdope boatbass quality goodsound quality goodon call sound quality goodnoise cancellation work wellwork within distanceha mm dynamic driver ipxuse bluetooth iwp instant wake pair technologyha premium look note also use boat case power bank mobile charging use case emergency product warranty yeargive sec sound lag play pubg
"1. Very good sound quality with extremely nice bass.2. Premium look.3. Long lasting battery and gets quickly charged.4. IWP technology is absolutely fantastic, if your Mobile's Bluetooth is on and you open the box , it will automatically get connected. If your music player has a setting of 'Play songs automatically as soon as Bluetooth is connected', you will be able to listen songs immediately.5. LED indicators on battery changes its colors depending on the % remaining6. Very light weight box and airpods.7. Type-C charging point.","1. Very good sound quality with extremely nice bass.2. Premium look.3. Long lasting battery and gets quickly charged.4. IWP technology is absolutely fantastic, if your Mobile's Bluetooth is on and you open the box , it will automatically get connected. If your music player has a setting of 'Play songs automatically as soon as Bluetooth is connected', you will be able to listen songs immediately.5. LED indicators on battery changes its colors depending on the % remaining6. Very light weight box and airpods.7. Type-C charging point.",good sound quality extremely nice bass premium look long last battery get quickly charged iwp technology absolutely fantastic mobile bluetooth open box automatically get connect music player setting play song automatically soon bluetooth connect able listen song immediately lead indicator battery change color depend remaining light weight box airpods type c charging point
"All Good, attractive, you can use one bud as stand alone for calls.Power standby and usage hours also good enough, almost I have not recharged it for more once per month, I am using it for more than 3 months.Only concern is on wearing this for long hours, ears are paining. For short hours less than hour it's fine.","All Good, attractive, you can use one bud as stand alone for calls.Power standby and usage hours also good enough, almost I have not recharged it for more once per month, I am using it for more than 3 months.Only concern is on wearing this for long hours, ears are paining. For short hours less than hour it's fine.",good attractive use one bud stand alone calls power standby usage hour also good enough almost I not recharge per month I use months concern wear long hour ear pain short hour less hour fine
"I have used them for a week or so and I must say it's a good product overall at this price range. The build quality is good, material is good. The airdopes fit into your ear nicely, gives good grip in the ear and will not fall off easily. Very Comfortable, won't fell pain in ears even if using for long hours.The overall sound quality is also very good ( not the best but good), the bass quality is great but sometimes overpowers lows and mids. Call clarity is also good. The other person might get a bit noise when in heavy traffic or very windy area.Connectivity is also good. But after 10m distance you might get disruption in connection.The battery back up is also decent enough. The battery of airdopes lasted for 3 hrs or so and the case gave additional charge of around 3 to 3.5 times.","I have used them for a week or so and I must say it's a good product overall at this price range. The build quality is good, material is good. The airdopes fit into your ear nicely, gives good grip in the ear and will not fall off easily. Very Comfortable, won't fell pain in ears even if using for long hours.The overall sound quality is also very good ( not the best but good), the bass quality is great but sometimes overpowers lows and mids. Call clarity is also good. The other person might get a bit noise when in heavy traffic or very windy area.Connectivity is also good. But after 10m distance you might get disruption in connection.The battery back up is also decent enough. The battery of airdopes lasted for 3 hrs or so and the case gave additional charge of around 3 to 3.5 times.",I use week I must say good product overall price range build quality good material good airdope fit ear nicely give good grip ear not fall easily comfortable not fall pain ear even use long hours overall sound quality also good not good good bass quality great sometimes overpower low mid call clarity also good person might get bit noise heavy traffic windy area connectivity also good distance might get disruption connection battery back also decent enough battery airdope last hrs case give additional charge around time
Best airdope on best price. Got it in lighting deals @1799. Battery backup is awesome. I am using in Samsung phone which has Dolby sound feature which enhances if the sound quality. No problem will using for a long duration comfortable. Its China made. that's the drawback. Boat should start manufacturing its products in India.,Best airdope on best price. Got it in lighting deals @1799. Battery backup is awesome. I am using in Samsung phone which has Dolby sound feature which enhances if the sound quality. No problem will using for a long duration comfortable. Its China made. that's the drawback. Boat should start manufacturing its products in India.,good airdope good price get light deal battery backup awesome I use samsung phone dolby sound feature enhance sound quality no problem use long duration comfortable china make drawback boat start manufacture product india
"Bought this product after reading reviews here.Turned out the first one stopped working after a week and Amazon sent a replacement ,the other stopped workng after 20 days and since then I am struggling to get service done in lockdown.After the product was picked up for service ,a lower quality product is delivered..Still waiting to use this.been a pathetic experience reaching out nd Amazon is nt taking responsibility after Return window is shut","Bought this product after reading reviews here.Turned out the first one stopped working after a week and Amazon sent a replacement ,the other stopped workng after 20 days and since then I am struggling to get service done in lockdown.After the product was picked up for service ,a lower quality product is delivered..Still waiting to use this.been a pathetic experience reaching out nd Amazon is nt taking responsibility after Return window is shut",buy product read review turne first one stop work week amazon send replacement stop workng day since I struggle get service lockdown product pick service low quality product deliver still wait use pathetic experience reach nd amazon not take responsibility return window shut
Bass:- super powerfull can believe 6mm can perform this wellI use so many expensive TWS.... this perform same as those... Base lover its for you!!Fitting:- very good 5 out of 5Battery:-  excellent...Charging:- cant tell much...2hr for case...and 40 min for podsFinal verdict:- 2500rs--> go for it.... excellent TWS...very comfortable....didnt fall off while i was running dancing... Range is impressive....I got it for 2500rs on Great Indian sale,Bass:- super powerfull can believe 6mm can perform this wellI use so many expensive TWS.... this perform same as those... Base lover its for you!!Fitting:- very good 5 out of 5Battery:-  excellent...Charging:- cant tell much...2hr for case...and 40 min for podsFinal verdict:- 2500rs--> go for it.... excellent TWS...very comfortable....didnt fall off while i was running dancing... Range is impressive....I got it for 2500rs on Great Indian sale,bass super powerfull believe mm perform welli use many expensive tws perform base lover youfitting good battery excellent charging not tell much hr case min podsfinal verdict rs go excellent tws comfortable didnt fall I run dancing range impressive I get rs great indian sale
Great packaging within 2 days delivery and ultimate quality of design sound and features spacially power bank features never let you down in emergency situationsOnly issue is the latency in the gamesOtherwise it is best in class rich bass punchy treble and clear vocalsHats off to the Boat Team,Great packaging within 2 days delivery and ultimate quality of design sound and features spacially power bank features never let you down in emergency situationsOnly issue is the latency in the gamesOtherwise it is best in class rich bass punchy treble and clear vocalsHats off to the Boat Team,great packaging within day delivery ultimate quality design sound feature spacially power bank feature never let emergency situationsonly issue latency gamesotherwise good class rich bass punchy treble clear vocalshat boat team
"Seriously mannn in that first 5 minutes right after I got this in ma hands, I'm impressed for this price points it's over performing....Go for itBut somewhat big case lol","Seriously mannn in that first 5 minutes right after I got this in ma hands, I'm impressed for this price points it's over performing....Go for itBut somewhat big case lol",seriously mannn first minute right I get hand I impressed price point perform go itbut somewhat big case lol
Never expect this kind of service from Amazon.. first time left earbud was not working..thn i released it and after got new one this time right earbud is not working properly..how irritating this is...Is anybody in Amazon who are concerned about all these irresponsible services..This is my first bad review..i never wrote bad...but this was birthday gift..but Amazon already destroyed this feeling..,Never expect this kind of service from Amazon.. first time left earbud was not working..thn i released it and after got new one this time right earbud is not working properly..how irritating this is...Is anybody in Amazon who are concerned about all these irresponsible services..This is my first bad review..i never wrote bad...but this was birthday gift..but Amazon already destroyed this feeling..,never expect kind service amazon first time leave earbud not work thn I release get new one time right earbud not work properly irritate anybody amazon concerned irresponsible service first bad review I never write bad birthday gift amazon already destroy feeling
"Believe me, you will not find a better one in this price. This is an independent buyer view. Despite of anti-china made wave in country I had to go for it due to budget constraint. In this low price range, the sound quality , range of bluetooth connectivity, technical specifications can only be fullfilled by boAT. One of the USP is the Capacitive Touch Control. Its sensitive & it distinguish between one tap vs two taps vs 3 taps very  intelligently.  Noise cancellation is very effective. Bike riders are recommended to use one bud while riding as you will not hear anything. I felt that voice is little less clear on phone calls (specially when you are moving or walking or running) as people on call ask to repeat what I speak but then its 4 out 5 times work really perfect. Go for it if you are planning a ear bud experience in low price. Charging time is 3.5-4 hours for full charge and continuously it runs for approx 5 hours including music and calls. It fits very well in ears if you are an adult. It comes with a C type cable and additional buds as per different ear size so can be used by kids. 100% phone volume will make you feel like you are experiencing a home theatre or a DJ club.","Believe me, you will not find a better one in this price. This is an independent buyer view. Despite of anti-china made wave in country I had to go for it due to budget constraint. In this low price range, the sound quality , range of bluetooth connectivity, technical specifications can only be fullfilled by boAT. One of the USP is the Capacitive Touch Control. Its sensitive & it distinguish between one tap vs two taps vs 3 taps very  intelligently.  Noise cancellation is very effective. Bike riders are recommended to use one bud while riding as you will not hear anything. I felt that voice is little less clear on phone calls (specially when you are moving or walking or running) as people on call ask to repeat what I speak but then its 4 out 5 times work really perfect. Go for it if you are planning a ear bud experience in low price. Charging time is 3.5-4 hours for full charge and continuously it runs for approx 5 hours including music and calls. It fits very well in ears if you are an adult. It comes with a C type cable and additional buds as per different ear size so can be used by kids. 100% phone volume will make you feel like you are experiencing a home theatre or a DJ club.",believe I not find well one price independent buyer view despite anti china make wave country I go due budget constraint low price range sound quality range bluetooth connectivity technical specification fullfille boat one usp capacitive touch control sensitive distinguish one tap vs two tap vs tap intelligently noise cancellation effective bike rider recommend use one bud ride not hear anything I feel voice little less clear phone call specially move walk run people call ask repeat I speak time work really perfect go plan ear bud experience low price charge time hour full charge continuously run approx hour include music call fit well ear adult come c type cable additional bud per different ear size use kid phone volume make feel like experience home theatre dj club
"This airport of Vote is very good, ears are very comfortable, their sound quality is very good, the base is boosted and the battery is very good, along with the charging type C which is also a very good thing. After 6 months, the airport on the left has deteriorated, its battery is low, but I have put it in warranty, so it is just a little bit that it is not lacking in the rest of the product","This airport of Vote is very good, ears are very comfortable, their sound quality is very good, the base is boosted and the battery is very good, along with the charging type C which is also a very good thing. After 6 months, the airport on the left has deteriorated, its battery is low, but I have put it in warranty, so it is just a little bit that it is not lacking in the rest of the product",airport vote good ear comfortable sound quality good base boost battery good along charging type c also good thing month airport left deteriorate battery low I put warranty little bit not lack rest product
"I learnt  a lesson and i am sharing my experience here, so that someone can benefit from it. Atlast no-one can make all mistakes himself to learn a lesson.Before reading my review, please note that i am an audiophile, loves trying different kinds of headphones, earphones with varying tech like wireless, wired or combination of both. I always go for good brands, but this time some person suggested me and i was having low budget and needed some day-to-day headphones.Now note :1. You would never need the advertised big 2600 mAh battery for so called EMERGERNCY purposes to charge your phone, and when i say never, i mean it. I thought of same, never used it for that purpose ever. So if that big advertisement of big battery and 150hours of charging was one point for buying it, cross it out.2. Sturdy, yes they are composed from good quality of PLASTIC, and i mean they are lightweight so even if you drop them from 33,000 feet, they won't break. But i guess you are not planning to put it under hydraulic press anyways.3. Not good bass or doesn't make different pitches or notes sound that much clear. Average on that point.4. BIGGEST DRAWBACK IS THE DESIGN OF PRODUCT AND SOFTWARE USED. See when you buy a wireless earphone you expect it to use without much involvement of your hands right. Now with this product, the accidental touches makes the listening experience far worse, they pause the song in between even if the surface gets touched by a blanket of your pocket cloth. Not that touch sensitive. Very poor software design. It makes the listening experience a wrecker.5. Now coming to the last point that they stay in ear with their ERGONOMIC DESIGN, poor claim....believe me they won't stay in your ear if your are planning for gym or running.I would say invest some more money and go for good brand like skullcandy, sony, jabra. Please don't fall for the advertisements.PS: boat become popular cause of low per capita income and it offers very poor quality. While in brands like sony, skullcandy, jabra...they invested years and years to have that kind of experience. It the years that you would pay for to buy their product and you will definitely notice the difference.","I learnt  a lesson and i am sharing my experience here, so that someone can benefit from it. Atlast no-one can make all mistakes himself to learn a lesson.Before reading my review, please note that i am an audiophile, loves trying different kinds of headphones, earphones with varying tech like wireless, wired or combination of both. I always go for good brands, but this time some person suggested me and i was having low budget and needed some day-to-day headphones.Now note :1. You would never need the advertised big 2600 mAh battery for so called EMERGERNCY purposes to charge your phone, and when i say never, i mean it. I thought of same, never used it for that purpose ever. So if that big advertisement of big battery and 150hours of charging was one point for buying it, cross it out.2. Sturdy, yes they are composed from good quality of PLASTIC, and i mean they are lightweight so even if you drop them from 33,000 feet, they won't break. But i guess you are not planning to put it under hydraulic press anyways.3. Not good bass or doesn't make different pitches or notes sound that much clear. Average on that point.4. BIGGEST DRAWBACK IS THE DESIGN OF PRODUCT AND SOFTWARE USED. See when you buy a wireless earphone you expect it to use without much involvement of your hands right. Now with this product, the accidental touches makes the listening experience far worse, they pause the song in between even if the surface gets touched by a blanket of your pocket cloth. Not that touch sensitive. Very poor software design. It makes the listening experience a wrecker.5. Now coming to the last point that they stay in ear with their ERGONOMIC DESIGN, poor claim....believe me they won't stay in your ear if your are planning for gym or running.I would say invest some more money and go for good brand like skullcandy, sony, jabra. Please don't fall for the advertisements.PS: boat become popular cause of low per capita income and it offers very poor quality. While in brands like sony, skullcandy, jabra...they invested years and years to have that kind of experience. It the years that you would pay for to buy their product and you will definitely notice the difference.",I learn lesson I share experience someone benefit atlast no one make mistake learn lesson read review please note I audiophile love try different kind headphone earphone vary tech like wireless wire combination I always go good brand time person suggest I I low budget need day day headphones note would never need advertised big mah battery call emergerncy purpose charge phone I say never I mean I think never use purpose ever big advertisement big battery hour charge one point buy cross sturdy yes compose good quality plastic I mean lightweight even drop foot not break I guess not plan put hydraulic press anyways not good bass not make different pitch note sound much clear average point big drawback design product software use see buy wireless earphone expect use without much involvement hand right product accidental touch make listening experience far worse pause song even surface gets touch blanket pocket cloth not touch sensitive poor software design make listening experience wrecker come last point stay ear ergonomic design poor claim believe I not stay ear plan gym running would say invest money go good brand like skullcandy sony jabra please not fall advertisements ps boat become popular cause low per capita income offer poor quality brand like sony skullcandy jabra invest year year kind experience year would pay buy product definitely notice difference
"I Have bot this Product last week, packaging was good and design was but, i lately recognized it as my voice is very poorly audible to the receiver of my calls, by the time i recognize it my option to return this product got disabled.I mainly took this product for hand free calling, but my voice is very low, breaks and poorly audible to the other person.I request for return of this product.","I Have bot this Product last week, packaging was good and design was but, i lately recognized it as my voice is very poorly audible to the receiver of my calls, by the time i recognize it my option to return this product got disabled.I mainly took this product for hand free calling, but my voice is very low, breaks and poorly audible to the other person.I request for return of this product.",I bot product last week packaging good design I lately recognize voice poorly audible receiver call time I recognize option return product got disabled mainly take product hand free calling voice low break poorly audible person request return product
"Great product, compared to others, the mic’s sound catching quality is great. Don’t have to shout and talk like the other products in the market. My dog bit the box and one airdope was in her mouth. Washed it with water. Still it works like new. I love it. A recommended buy.","Great product, compared to others, the mic’s sound catching quality is great. Don’t have to shout and talk like the other products in the market. My dog bit the box and one airdope was in her mouth. Washed it with water. Still it works like new. I love it. A recommended buy.",great product compare mic sound catch quality great not shout talk like product market dog bite box one airdope mouth wash water still work like new I love recommend buy
a very good product in price range. I got it in 1999 and 10% card discount. so a very good deal.regarding sound its average. noise cancellation should have been better. its not bad either.for music and videos its good and battery backup too is fantastic.i loved these so much that I ordered two more for my parents as these are so easy to configure and use.no pain after constant usage of 2 hours. during workout also fitting is proper.,a very good product in price range. I got it in 1999 and 10% card discount. so a very good deal.regarding sound its average. noise cancellation should have been better. its not bad either.for music and videos its good and battery backup too is fantastic.i loved these so much that I ordered two more for my parents as these are so easy to configure and use.no pain after constant usage of 2 hours. during workout also fitting is proper.,good product price range I get card discount good deal regarding sound average noise cancellation well not bad either music video good battery backup fantastic love much I order two parent easy configure use no pain constant usage hour workout also fitting proper
"Starting with sound quality, it's pretty good, bass is not evenly balanced but can be managed with volume. Talking of battery backup, it performed way better than my expectations. It can function for more than 20 hours if used efficiently. Touch is too sensitive also it can't control volume. For that one has to use mobile or smartwatch. Volume control is an essential function which is missing in airdopes 441. Connectivity is great, it can work within the range of 6 to 8 m. Bluetooth actually means good coverage and it's fulfilled in here. I also faced a latency of 500ms while gaming and using social media. It looks cool something boAt is known for. In short, it's worth buying.","Starting with sound quality, it's pretty good, bass is not evenly balanced but can be managed with volume. Talking of battery backup, it performed way better than my expectations. It can function for more than 20 hours if used efficiently. Touch is too sensitive also it can't control volume. For that one has to use mobile or smartwatch. Volume control is an essential function which is missing in airdopes 441. Connectivity is great, it can work within the range of 6 to 8 m. Bluetooth actually means good coverage and it's fulfilled in here. I also faced a latency of 500ms while gaming and using social media. It looks cool something boAt is known for. In short, it's worth buying.",start sound quality pretty good bass not evenly balanced manage volume talk battery backup perform way well expectation function hour use efficiently touch sensitive also not control volume one use mobile smartwatch volume control essential function miss airdope connectivity great work within range bluetooth actually mean good coverage fulfil I also face latency ms game use social medium look cool something boat know short worth buy
"I've tried air pods, power beats, jabra and tron.These have been the most confortable and easies to fit.Sound quality is great. Not as good as power beats but they are a lot more comfortable and havent fallen even once.Battery is solid and so is connectivity. Although sometimes it stays connected despite being in the box.","I've tried air pods, power beats, jabra and tron.These have been the most confortable and easies to fit.Sound quality is great. Not as good as power beats but they are a lot more comfortable and havent fallen even once.Battery is solid and so is connectivity. Although sometimes it stays connected despite being in the box.",I try air pod power beat jabra tron confortable easie fit sound quality great not good power beat lot comfortable not fall even battery solid connectivity although sometimes stay connect despite box
"Sound quality is awesome crisp and clear,the bass is more good than what you expected before buying.the touch operating thing is cool,I really loved built quality can use roughly,the size is totally fine for me as they provided adjustable grips and tip buds, battery is too good as it gives playtime for more hours","Sound quality is awesome crisp and clear,the bass is more good than what you expected before buying.the touch operating thing is cool,I really loved built quality can use roughly,the size is totally fine for me as they provided adjustable grips and tip buds, battery is too good as it gives playtime for more hours",sound quality awesome crisp clear bass good expect buying touch operate thing cool I really love build quality use roughly size totally fine I provide adjustable grip tip bud battery good give playtime hour
"*UPDATED*GOT A REPLACEMENT PAIR.THEYRE WORKING EXCELLENT, NO LAGS, NO CONNECTION ISSUES, NOTHING,PACKAGE WAS DELIVERED THE NEXT DAY ITSELF.HOPE THEY WORK FOR A LONG TIME NOW.**UPDATED**","*UPDATED*GOT A REPLACEMENT PAIR.THEYRE WORKING EXCELLENT, NO LAGS, NO CONNECTION ISSUES, NOTHING,PACKAGE WAS DELIVERED THE NEXT DAY ITSELF.HOPE THEY WORK FOR A LONG TIME NOW.**UPDATED**",updatedgot replacement pair theyre work excellent no lag no connection issue nothing package deliver next day hope work long time update
"The only tws earbuds you should buy. Best in class in any terms. Battery,sound quality,noise cancellation,....just Bluetooth gaming lag and ok performance ...but I prefer wired once for gaming as this are just media once. But ignore gaming experience they are the best . Even comparing 24000 airpodes .... The best . Really a very long battery life. Absolute beast by boat.","The only tws earbuds you should buy. Best in class in any terms. Battery,sound quality,noise cancellation,....just Bluetooth gaming lag and ok performance ...but I prefer wired once for gaming as this are just media once. But ignore gaming experience they are the best . Even comparing 24000 airpodes .... The best . Really a very long battery life. Absolute beast by boat.",tws earbud buy good class term battery sound quality noise cancellation bluetooth gaming lag ok performance I prefer wire gaming medium ignore gaming experience good even compare airpode good really long battery life absolute beast boat
"Overall a great buy. The sound quality is very good.Pros:1. Sound: Crisp clear.2. Bass: Very good!3. Build quality: No doubt its great.Con:Only con I found was the touch being very responsive, you end up disconnecting the calls or pausing the music unintentionally sometimes. (may get used to it after using it for a while).Really a great buy.. Value for Money!","Overall a great buy. The sound quality is very good.Pros:1. Sound: Crisp clear.2. Bass: Very good!3. Build quality: No doubt its great.Con:Only con I found was the touch being very responsive, you end up disconnecting the calls or pausing the music unintentionally sometimes. (may get used to it after using it for a while).Really a great buy.. Value for Money!",overall great buy sound quality good pros sound crisp clear bass good build quality no doubt great cononly con I find touch responsive end disconnect call pause music unintentionally sometimes may get use use really great buy value money
"so i am a student and mostly use them to watch lectures /other media  and some music in between .....i have been using boat since my 1st year in college , going from wired to wireless to truly wireless now with airdopes and gotta say, they have never disappointedperhaps one downgrade(not exactly if u use only 1 device) is that my boat rockerz 261 used to be connected to both my devices simultaneously and i could use it for whatever device i was using but this one only connects to 1 at a time which means i need to disconnect and reconnect againthats how less cons i could find in this that i have bring something more of a personal issue to go against it....just buy it if u are looking for a truly wireless experience at this price point","so i am a student and mostly use them to watch lectures /other media  and some music in between .....i have been using boat since my 1st year in college , going from wired to wireless to truly wireless now with airdopes and gotta say, they have never disappointedperhaps one downgrade(not exactly if u use only 1 device) is that my boat rockerz 261 used to be connected to both my devices simultaneously and i could use it for whatever device i was using but this one only connects to 1 at a time which means i need to disconnect and reconnect againthats how less cons i could find in this that i have bring something more of a personal issue to go against it....just buy it if u are looking for a truly wireless experience at this price point",I student mostly use watch lecture medium music I use boat since st year college go wire wireless truly wireless airdope get say never disappointedperhap one downgradenot exactly u use device boat rockerz use connect device simultaneously I could use whatever device I use one connect time mean I need disconnect reconnect againthat less con I could find I bring something personal issue go buy u look truly wireless experience price point
"Excellent, Awesome, Marvellous etc etc. I was searching for Best Earbuds with a small budget and almost two months I have searched in Flipkart and Amazon, Read Product reviews of So many but Sony, jabra, Philips all are very expensive, Finally search ends with two Brands i.e Boult and Boat then again started reading reviews both the Brands and everybody wrote about Boat and Finally purchased Boat Airdopes 441 TWS and using for almost 25 days, Its Amazing about Sound Quality, Bass,Mobile back up etc etc. Little bit disappointed because my friend purchased after seen using me during Dussehra Amazon sale he got it for Rs1999 and 25 days back I purchased it Rs-2299. Thanks to both Amazon and Boat for providing such a nice and efficient product with this Price. Best part is its very useful for work from home, Which I needed. Thanks","Excellent, Awesome, Marvellous etc etc. I was searching for Best Earbuds with a small budget and almost two months I have searched in Flipkart and Amazon, Read Product reviews of So many but Sony, jabra, Philips all are very expensive, Finally search ends with two Brands i.e Boult and Boat then again started reading reviews both the Brands and everybody wrote about Boat and Finally purchased Boat Airdopes 441 TWS and using for almost 25 days, Its Amazing about Sound Quality, Bass,Mobile back up etc etc. Little bit disappointed because my friend purchased after seen using me during Dussehra Amazon sale he got it for Rs1999 and 25 days back I purchased it Rs-2299. Thanks to both Amazon and Boat for providing such a nice and efficient product with this Price. Best part is its very useful for work from home, Which I needed. Thanks",excellent awesome marvellous etc etc I search good earbud small budget almost two month I search flipkart amazon read product review many sony jabra philip expensive finally search end two brand e boult boat start read review brand everybody write boat finally purchase boat airdope tws use almost day amazing sound quality bass mobile back etc etc little bit disappointed friend purchase see use I dussehra amazon sale get rs day back I purchase rs thank amazon boat provide nice efficient product price good part useful work home I need thank
"So much of Audio latency, Connection Problem and also no great Battery Back up. I have been using boAt for a very long time and it's my first boAt product as a Nuisance for me. Idk but may be I don't want to use these boAt products anymore. I never return anything to the sellers because i always get the best everytime. But these boAt Airdopes 441 are simply a huckfead for me. However, sound quality is good no doubt in that, as always. Good for music and movie kind of stuff. But no gaming and no calling performance. Thank you. (My POV)","So much of Audio latency, Connection Problem and also no great Battery Back up. I have been using boAt for a very long time and it's my first boAt product as a Nuisance for me. Idk but may be I don't want to use these boAt products anymore. I never return anything to the sellers because i always get the best everytime. But these boAt Airdopes 441 are simply a huckfead for me. However, sound quality is good no doubt in that, as always. Good for music and movie kind of stuff. But no gaming and no calling performance. Thank you. (My POV)",much audio latency connection problem also no great battery back I use boat long time first boat product nuisance I idk may I not want use boat product anymore I never return anything seller I always get good everytime boat airdope simply huckfead I however sound quality good no doubt always good music movie kind stuff no gaming no call performance thank pov
"The build quality and battery life was a pleasant surprise for TWS earphones in this budget. Sound quality is as good as, if not better than Apple Airpods. Bass is the highlight of this pair of buds, it felt a bit too bass-ey during the first use but the sound quality is so well balanced you can never go back to using other earphones.Extremely happy with the purchase!!","The build quality and battery life was a pleasant surprise for TWS earphones in this budget. Sound quality is as good as, if not better than Apple Airpods. Bass is the highlight of this pair of buds, it felt a bit too bass-ey during the first use but the sound quality is so well balanced you can never go back to using other earphones.Extremely happy with the purchase!!",build quality battery life pleasant surprise tws earphone budget sound quality good not well apple airpod bass highlight pair bud feel bit bass ey first use sound quality well balanced never go back use earphones extremely happy purchase
Writing this review after using it for 15 days.Battery backup is as promised. It has been more than 14 days and I still haven't charged the case. Earbuds backup is also good and they get charged very soon once you put them in case.Instant wake-up and pair after opening the case feature is add-on and saves lots of time.Would recommend to buy this.,Writing this review after using it for 15 days.Battery backup is as promised. It has been more than 14 days and I still haven't charged the case. Earbuds backup is also good and they get charged very soon once you put them in case.Instant wake-up and pair after opening the case feature is add-on and saves lots of time.Would recommend to buy this.,write review use days battery backup promise day I still not charge case earbud backup also good get charge soon put case instant wake pair open case feature add save lot time would recommend buy
"First i got was actually used, which was promptly replaced.Second piece I got was fresh but the battery of the earpiece would not holdup for more than 30 minutes at max. After 30 minutes it goes off. and keep changing every 30 minutes, as per manual each earbud should last atleast 3 hours.Audio quality is ok good for taking office calls and confortable.","First i got was actually used, which was promptly replaced.Second piece I got was fresh but the battery of the earpiece would not holdup for more than 30 minutes at max. After 30 minutes it goes off. and keep changing every 30 minutes, as per manual each earbud should last atleast 3 hours.Audio quality is ok good for taking office calls and confortable.",first I got actually use promptly replaced second piece I get fresh battery earpiece would not holdup minute max minute go keep change every minute per manual earbud last atleast hours audio quality ok good take office call confortable
"Order these yesterday i.e. 20th Jan 2021 and got delivery today i.e. 21st Jan 2021. These are my first TWE so I am not sure what arr the things I should look for, but since I have been using Sennheiser wired in-ear earphones I can say that these are not upto that level but will surely scratch that listening itch for anyone. However, I am sure these will take some ""getting used to""  time as my ears are a bit painful after 10-15mins of play time.Will update this review if necessary, but I can say these are just awesome and totally worth the money.","Order these yesterday i.e. 20th Jan 2021 and got delivery today i.e. 21st Jan 2021. These are my first TWE so I am not sure what arr the things I should look for, but since I have been using Sennheiser wired in-ear earphones I can say that these are not upto that level but will surely scratch that listening itch for anyone. However, I am sure these will take some ""getting used to""  time as my ears are a bit painful after 10-15mins of play time.Will update this review if necessary, but I can say these are just awesome and totally worth the money.",order yesterday e th jan get delivery today e st jan first twe I not sure arr thing I look since I use sennheiser wire ear earphone I say not upto level surely scratch listen itch anyone however I sure take getting use time ear bit painful min play time update review necessary I say awesome totally worth money
This is a real scamFirst of allI got a defective piece with rattling background noise in both the earbuds.Then I replaced it but this time the right bud was dead on arrival and the left had the same rattling issue.The packaging also was different on both the units which is quite strange and suspicious.,This is a real scamFirst of allI got a defective piece with rattling background noise in both the earbuds.Then I replaced it but this time the right bud was dead on arrival and the left had the same rattling issue.The packaging also was different on both the units which is quite strange and suspicious.,real scamfirst alli get defective piece rattle background noise earbuds I replace time right bud dead arrival left rattle issue packaging also different unit quite strange suspicious
"Excellent noise cancellation, fast connection speed and impressive bass. It will never fall off in the gym because of it's design. It has been around 3 weeks since I'm using it and I can say this product is worth buying but there are a few cons :1) In the first 2 days it might feel irritating to your ears2)battery life is average","Excellent noise cancellation, fast connection speed and impressive bass. It will never fall off in the gym because of it's design. It has been around 3 weeks since I'm using it and I can say this product is worth buying but there are a few cons :1) In the first 2 days it might feel irritating to your ears2)battery life is average",excellent noise cancellation fast connection speed impressive bass never fall gym design around week since I use I say product worth buy con first day might feel irritate earsbattery life average
I like the battery case and the way it connects as soon as you open it. Since these are ear in’s so the noises outside are controlled. You can listen to music or take calls. It connects well with apple and windows and all mobile devices. Pairs fast and does not give any lags.,I like the battery case and the way it connects as soon as you open it. Since these are ear in’s so the noises outside are controlled. You can listen to music or take calls. It connects well with apple and windows and all mobile devices. Pairs fast and does not give any lags.,I like battery case way connect soon open since ear noise outside control listen music take call connect well apple window mobile device pair fast not give lag
